npn,municipio,direccion,ficha
050880100110600040015902210154,BELLO,CR 45 N 26-162 ED 7 AP 2150,5568381
050880100110600040015902220166,BELLO,CR 45 N 26-162 ED 7 AP 2254,5568393
050880100110600040015902230174,BELLO,CR 45 N 26-162 ED 7 AP 2354,5568401
050880100110600040015902230175,BELLO,CR 45 N 26-162 ED 7 AP 2355,5568402
050880100110600040015902130094,BELLO,CR 45 N 26-162 ED 7 AP 1354,5568321
050790001000000020092000000000,BARBOSA,.,3007745
050790001000000020095000000000,BARBOSA,.,3007748
050790001000000020097000000000,BARBOSA,.,3007750
050790001000000020098000000000,BARBOSA,.,3007751
050790001000000020098000000000,BARBOSA,.,3007751
050790001000000020098000000000,BARBOSA,.,3007751
050790001000000020098000000000,BARBOSA,.,3007751
050790001000000020102000000000,BARBOSA,.,3007755
050790001000000020103000000000,BARBOSA,.,3007756
050790001000000020106000000000,BARBOSA,ALTO BONITO,3007759
050790001000000020106000000000,BARBOSA,ALTO BONITO,3007759
050790001000000020107000000000,BARBOSA,.,3007760
050790001000000020108000000000,BARBOSA,.,3007761
050790001000000220104000000000,BARBOSA,LA ORQUIDEA,3008456
050790001000000020111000000000,BARBOSA,.,3015527
050790001000000030029000000000,BARBOSA,S.N,3006225
050790001000000030041000000000,BARBOSA,LA  ALEGRIA,3016751
050790001000000030041000000000,BARBOSA,LA  ALEGRIA,3016751
050790001000000040016000000000,BARBOSA,VRD VENTANAS,3006253
050790001000000040028000000000,BARBOSA,S.N.,3006267
050790001000000040028000000000,BARBOSA,S.N.,3006267
050790001000000040029000000000,BARBOSA,S.N.,3006268
050880100110600040015903010350,BELLO,CR 45 N 26-162 PA 1108,5568577
050880100110600040015903010264,BELLO,CR 45 N 26-162 PA 9872,5568491
050880100110600040015903010357,BELLO,CR 45 N 26-162 PA 1115,5568584
050880100110600040015903010359,BELLO,CR 45 N 26-162 PA 1117,5568586
050880100110600040015903010379,BELLO,CR 45 N 26-162 PA 1137,5568606
050880100110600040015903010399,BELLO,CR 45 N 26-162 PA 1157,5568626
050880100110600040015903010401,BELLO,CR 45 N 26-162 PA 1159,5568628
050880100110600040015903010404,BELLO,CR 45 N 26-162 PA 1162,5568631
050880100110600040015903010418,BELLO,CR 45 N 26-162 PA 2106,21478482
050880100110600040015903010426,BELLO,CR 45 N 26-162 PA 2114,21478490
050880100110600040015903010430,BELLO,CR 45 N 26-162 PA 2118,21478494
050880100110600040015903010466,BELLO,CR 45 N 26-162 PA 2154,21478530
050880100110600040015903010498,BELLO,CR 45 N 26-162 PA 3116,21478562
050880100110600040015903010503,BELLO,CR 45 N 26-162 PA 3121,21478567
050880100110600040015903010509,BELLO,CR 45 N 26-162 PA 3127,21478573
050880100110600040015903010512,BELLO,CR 45 N 26-162 PA 3130,21478576
050880100110600040015903010531,BELLO,CR 45 N 26-162 PA 3149,21478595
050880100110600040015904070046,BELLO,CR 45 N 26-162 ED 8 AP 758,21478204
050880100110600040015903010584,BELLO,CR 45 N 26-162 PA 4132,21478680
050880100110600040015903010620,BELLO,CR 45 N 26-162 PA 4168,21478762
050880100110600040015903050642,BELLO,CR 45 N 26-162 PA 5120 PI 5,400014714
050880100110600040015903050646,BELLO,CR 45 N 26-162 PA 5124 PI 5,400014718
050880100110600040015903050647,BELLO,CR 45 N 26-162 PA 5125 PI 5,400014719
050880100110600040015903050651,BELLO,CR 45 N 26-162 PA 5129 PI 5,400014723
050880100110600040015903050660,BELLO,CR 45 N 26-162 PA 5138 PI 5,400014732
050880100110600040015903050685,BELLO,CR 45 N 26-162 PA 5163 PI 5,400014757
050880100110600040015903060694,BELLO,CR 45 N 26-162 PA 6102 PI 6,400014766
050880100110600040015903060699,BELLO,CR 45 N 26-162 PA 6107 PI 6,400014771
050880100110600040015903060700,BELLO,CR 45 N 26-162 PA 6108 PI 6,400014772
050880100110600040015903060703,BELLO,CR 45 N 26-162 PA 6111 PI 6,400014775
050880100110600040015903060704,BELLO,CR 45 N 26-162 PA 6112 PI 6,400014776
050880100110600040015903060706,BELLO,CR 45 N 26-162 PA 6114 PI 6,400014778
050880100110600040015904010230,BELLO,CR 45 N 26-162 ED 8 CU 98,21478428
050880100110600040015904010234,BELLO,CR 45 N 26-162 ED 8 CU 102,21478437
050880100110600040015904010259,BELLO,CR 45 N 26-162 ED 8 CU 127,21478475
050880100110600040015904030016,BELLO,CR 45 N 26-162 ED 8 AP 360,21478152
050880100110600040015904060037,BELLO,CR 45 N 26-162 ED 8 AP 657,21446936
050880100110600040015904060040,BELLO,CR 45 N 26-162 ED 8 AP 660,21478193
050790001000000230057000000000,BARBOSA,S.N,3009530
050790001000000050023000000000,BARBOSA,VRD QUINTERO,3006302
050790001000000050049000000000,BARBOSA,S.N.,3006332
050790001000000060001000000000,BARBOSA,EL RINCON,3010076
050790001000000060008000000000,BARBOSA,EL RINCON,3010083
050790001000000060009000000000,BARBOSA,S.N,3010084
050790001000000230059000000000,BARBOSA,S.N,3009532
050790002000000110157000000000,BARBOSA,S.N,3012466
050790001000000060022000000000,BARBOSA,EL RINCON,3010101
050790001000000060023000000000,BARBOSA,S.N.,3010102
050790001000000060027000000000,BARBOSA,LAS PEÑAS,3010107
050790001000000060029000000000,BARBOSA,S.N.,3010109
050790001000000060031000000000,BARBOSA,SN.,3010113
050790002000000020001000000000,BARBOSA,EL CHIRCAL,3006874
050880100110600040015904110077,BELLO,CR 45 N 26-162 ED 8 AP 1157,21447318
050880100110600040015904150110,BELLO,CR 45 N 26-162 ED 8 AP 1558,21478158
050790002000000110329000000000,BARBOSA,S.N,3012689
050790001000000060032000000000,BARBOSA,EL CEDRO,3010114
050790001000000060047000000000,BARBOSA,S.N.,3010133
050790001000000060049000000000,BARBOSA,LA ESPERANZA,3010135
050790001000000060050000000000,BARBOSA,S.N,3010136
050790001000000060051000000000,BARBOSA,EL PEDAZO,3010138
050790002000000030061000000000,BARBOSA,S.N.,3007887
050790002000000030112000000000,BARBOSA,EL VENDE AGUJAL,3007955
050790001000000060066000000000,BARBOSA,S.N.,3010154
050790001000000060073000000000,BARBOSA,S.N.,3010161
050790001000000060073000000000,BARBOSA,S.N.,3010161
050790001000000060075000000000,BARBOSA,VILLA CLARA,3010163
050790001000000060078000000000,BARBOSA,S.N.,3010166
050790001000000060078000000000,BARBOSA,S.N.,3010166
050790001000000060080000000000,BARBOSA,RANCHO DE LATA,3010168
050790001000000060080000000000,BARBOSA,RANCHO DE LATA,3010168
050790001000000060082000000000,BARBOSA,S.N.,3010172
050790001000000060082000000000,BARBOSA,S.N.,3010172
050790001000000060086000000000,BARBOSA,VILLA ELOISA,3010176
050790001000000060086000000000,BARBOSA,VILLA ELOISA,3010176
050790002000000050010000000000,BARBOSA,EL CEDRO,3005794
050790002000000120143000000000,BARBOSA,PLATANITO,3014772
050790002000000120143000000000,BARBOSA,PLATANITO,3014772
050790001000000060086000000000,BARBOSA,VILLA ELOISA,3010176
050790001000000060087000000000,BARBOSA,RANCHO DE LATA,3010177
050790001000000060087000000000,BARBOSA,RANCHO DE LATA,3010177
050790001000000060087000000000,BARBOSA,RANCHO DE LATA,3010177
050790001000000060089000000000,BARBOSA,RANCHO DE LATA,3010179
050790001000000060090000000000,BARBOSA,EL NACIMIENTO,3010180
050790001000000060090000000000,BARBOSA,EL NACIMIENTO,3010180
050790001000000060091000000000,BARBOSA,S.N.,3010181
050790001000000060091000000000,BARBOSA,S.N.,3010181
050790001000000060103000000000,BARBOSA,S.N.,3010199
050880100110600040015905100069,BELLO,CR 45 N 26-162 ED 9 AP 1065 PI 10,400014903
050880100110600040015904190064,BELLO,CR 45 N 26-162 ED 8 AP 960,21478236
050880100110600040015904220166,BELLO,CR 45 N 26-162 ED 8 AP 2258,21478284
050880100110600040015904230178,BELLO,CR 45 N 26-162 ED 8 AP 2362,21478311
050880100110600040015905010218,BELLO,CR 45 N 26-162 ED 9 CU 138 PI 1,400015052
050880100110600040015905010228,BELLO,CR 45 N 26-162 ED 9 CU 148 PI 1,400015062
050880100110600040015905010243,BELLO,CR 45 N 26-162 ED 9 CU 163 PI 1,400015077
050880100110600040015905020205,BELLO,CR 45 N 26-162 NI DE VI PA 219,400015039
050880100110600040015905060037,BELLO,CR 45 N 26-162 ED 9 AP 665 PI 6,400014871
050880100110600040015905060039,BELLO,CR 45 N 26-162 ED 9 AP 667 PI 6,400014873
050880100110600040015905090061,BELLO,CR 45 N 26-162 ED 9 AP 965 PI 9,400014895
050880100110600040015905100073,BELLO,CR 45 N 26-162 ED 9 AP 1069 PI 10,400014907
050880100110600040015905110080,BELLO,CR 45 N 26-162 ED 9 AP 1168 PI 11,400014914
050880100110600040015905120086,BELLO,CR 45 N 26-162 ED 9 AP 1266 PI 12,400014920
050880100110600040015905130099,BELLO,CR 45 N 26-162 ED 9 AP 1371 PI 13,400014933
050880100110600040015905140103,BELLO,CR 45 N 26-162 ED 9 AP 1467 PI 14,400014937
050880100110600040015904160121,BELLO,CR 45 N 26-162 ED 8 AP 1661,21478183
050790001000000060103000000000,BARBOSA,S.N.,3010199
050790001000000060108000000000,BARBOSA,EL FALDON,3010206
050790001000000060109000000000,BARBOSA,S.N.,76247
050790001000000060110000000000,BARBOSA,EL AGUACATE,3010208
050790002000000070108000000000,BARBOSA,S.N.,3007110
050790002000000120395000000000,BARBOSA,EL ROSARIO,3015079
050790002000000120403000000000,BARBOSA,S.N,3015090
050790001000000060114000000000,BARBOSA,S.N.,3010212
050790001000000060116000000000,BARBOSA,S.N.,3010214
050790001000000060116000000000,BARBOSA,S.N.,3010214
050790001000000060117000000000,BARBOSA,S.N.,3010215
050790001000000060120000000000,BARBOSA,S.N.,3010219
050790001000000060121000000000,BARBOSA,S.N.,3010220
050790001000000060123000000000,BARBOSA,S.N.,3010222
050790001000000060123000000000,BARBOSA,S.N.,3010222
050790001000000060130000000000,BARBOSA,S.N.,3010231
050790001000000060134000000000,BARBOSA,S.N.,3010237
050790001000000060135000000000,BARBOSA,LA LOMITA,3010238
050790001000000060135000000000,BARBOSA,LA LOMITA,3010238
050790002000000070160000000000,BARBOSA,S.N.,3007172
050790001000000060135000000000,BARBOSA,LA LOMITA,3010238
050790001000000060135000000000,BARBOSA,LA LOMITA,3010238
050790001000000060135000000000,BARBOSA,LA LOMITA,3010238
050790001000000060136000000000,BARBOSA,S.N,3010239
050790001000000060137000000000,BARBOSA,EL REFUGIO DE CHISPAS,3010240
050790001000000060141000000000,BARBOSA,S.N.,3010244
050790001000000060144000000000,BARBOSA,S.N.,3010247
050790001000000060144000000000,BARBOSA,S.N.,3010247
050790001000000060144000000000,BARBOSA,S.N.,3010247
050790001000000060144000000000,BARBOSA,S.N.,3010247
050790001000000060144000000000,BARBOSA,S.N.,3010247
050790001000000060158000000000,BARBOSA,AP VERDE,3010262
050790001000000060158000000000,BARBOSA,AP VERDE,3010262
050790001000000060158000000000,BARBOSA,AP VERDE,3010262
050790002000000080185000000000,BARBOSA,EL MIRADOR,400120615
050790002000000080185000000000,BARBOSA,EL MIRADOR,400120615
050790001000000060173000000000,BARBOSA,S.N.,3010282
050790001000000060178000000000,BARBOSA,S.N.,3010287
050790001000000060178000000000,BARBOSA,S.N.,3010287
050790001000000060181000000000,BARBOSA,S.N.,3016563
050790001000000060185000000000,BARBOSA,S.N.,12273306
050790001000000060186000000000,BARBOSA,S.N.,12273340
050790001000000060192000000000,BARBOSA,LA CHORRERA,1438988
050790001000000070022000000000,BARBOSA,S.N,3004651
050790001000000070022000000000,BARBOSA,S.N,3004651
050880100110600040015905140104,BELLO,CR 45 N 26-162 ED 9 AP 1468 PI 14,400014938
050790001000000070023000000000,BARBOSA,EL BUEN VIVIR,3004653
050790001000000070023000000000,BARBOSA,EL BUEN VIVIR,3004653
050790001000000070023000000000,BARBOSA,EL BUEN VIVIR,3004653
050790001000000070023000000000,BARBOSA,EL BUEN VIVIR,3004653
050790001000000070024000000000,BARBOSA,S.N,3004654
050790001000000070024000000000,BARBOSA,S.N,3004654
050790002000000140169000000000,BARBOSA,EL LAUREL,3011532
050790002000000140055000000000,BARBOSA,LA PRIMAVERA,3011387
050880100110600040015905140106,BELLO,CR 45 N 26-162 ED 9 AP 1470 PI 14,400014940
050880100110600040015905150111,BELLO,CR 45 N 26-162 ED 9 AP 1567 PI 15,400014945
050790002000000140070000000000,BARBOSA,S.N.,3011412
050880100110600040015905150116,BELLO,CR 45 N 26-162 ED 9 AP 1572 PI 15,400014950
050880100110600040015905180139,BELLO,CR 45 N 26-162 ED 9 AP 1871 PI 18,400014973
050880100110600040015905190148,BELLO,CR 45 N 26-162 ED 9 AP 1972 PI 19,400014982
050880100110600040015905210162,BELLO,CR 45 N 26-162 ED 9 AP 2170 PI 21,400014996
050880100110600040015905220167,BELLO,CR 45 N 26-162 ED 9 AP 2267 PI 22,400015001
050880100110600040015905250190,BELLO,CR 45 N 26-162 ED 9 AP 2566 PI 25,400015024
050880100110600040015906010275,BELLO,CR 45 N 26-162 LC 174 PI 1,400015109
050790001000000070024000000000,BARBOSA,S.N,3004654
050790001000000070024000000000,BARBOSA,S.N,3004654
050790001000000070025000000000,BARBOSA,EL REFUGIO,3004655
050790001000000070025000000000,BARBOSA,EL REFUGIO,3004655
050790001000000070025000000000,BARBOSA,EL REFUGIO,3004655
050790001000000070029000000000,BARBOSA,LA DIVISA,3004659
050790001000000070029000000000,BARBOSA,LA DIVISA,3004659
050790002000000110025000000000,BARBOSA,GRANJA LA QUINTANA,3012297
050790002000000110025000000000,BARBOSA,GRANJA LA QUINTANA,3012297
050790001000000070034000000000,BARBOSA,S.N,3004664
050790001000000070035000000000,BARBOSA,S.N,3004665
050790001000000070036000000000,BARBOSA,S.N,3004666
050790001000000070036000000000,BARBOSA,S.N,3004666
050790001000000070075000000000,BARBOSA,S.N,3004726
050880100110600040018000000000,BELLO,CR 45 N 26-200,3312673
050880100110600040018000000000,BELLO,CR 45 N 26-200,3312673
050790001000000070076000000000,BARBOSA,S.N,3004727
050790001000000070090000000000,BARBOSA,S.N,3004755
050790001000000070095000000000,BARBOSA,S.N,3004762
050790001000000070107000000000,BARBOSA,EL VALLO,3004776
050790001000000070107000000000,BARBOSA,EL VALLO,3004776
050790001000000070107000000000,BARBOSA,EL VALLO,3004776
050790001000000070107000000000,BARBOSA,EL VALLO,3004776
050790001000000070147000000000,BARBOSA,S.N,3004816
050790001000000070153000000000,BARBOSA,EL BAYO,3004822
050790001000000070321000000000,BARBOSA,POTRERITO,21497759
050790001000000070321000000000,BARBOSA,POTRERITO,21497759
050790001000000070326000000000,BARBOSA,POTRERITO,1551072
050790001000000080003000000000,BARBOSA,LA FINCA DEL PINO,3006335
050790001000000080006000000000,BARBOSA,S.N.,3006340
050880100110600040018000000000,BELLO,CR 45 N 26-200,3312673
050880100110600040018000000000,BELLO,CR 45 N 26-200,3312673
050880100110600040018000000000,BELLO,CR 45 N 26-200,3312673
050880100110600040018000000000,BELLO,CR 45 N 26-200,3312673
050880100110600040018000000000,BELLO,CR 45 N 26-200,3312673
050880100110600040018000000000,BELLO,CR 45 N 26-200,3312673
050880100110600040018000000000,BELLO,CR 45 N 26-200,3312673
050880100110600040018000000000,BELLO,CR 45 N 26-200,3312673
050880100110600040019000000000,BELLO,CR 45 N 26-150 (110),3326973
050880100110600040019000000000,BELLO,CR 45 N 26-150 (110),3326973
050790001000000080010000000000,BARBOSA,S.N.,3006344
050790001000000080013000000000,BARBOSA,S.N.,3006348
050790001000000080014000000000,BARBOSA,LA PIZARRA,3006349
050790001000000080016000000000,BARBOSA,S.N.,3006351
050790002000000110206000000000,BARBOSA,S.N,3012524
050790002000000180037000000000,BARBOSA,S.N,3005262
050880100020300080002901010003,BELLO,CL 27 N 58BB-28 AP 301,3214345
050790001000000080017000000000,BARBOSA,LA  JARDINERA,3006352
050790001000000080023000000000,BARBOSA,S.N.,3006359
050790001000000080024000000000,BARBOSA,S.N,3006360
050790001000000080029000000000,BARBOSA,S.N.,3006365
050790001000000080030000000000,BARBOSA,S.N.,3006366
050790003000000010066000000000,BARBOSA,LA ESPERANZA,3009076
050790003000000010052000000000,BARBOSA,NARANJALES,3009058
050790001000000080031000000000,BARBOSA,S.N.,3006367
050790001000000080035000000000,BARBOSA,S.N.,3006371
050790001000000080037000000000,BARBOSA,S.N.,3006373
050790001000000080038000000000,BARBOSA,S.N.,3006374
050790001000000080041000000000,BARBOSA,S.N.,3006377
050790001000000080042000000000,BARBOSA,S.N.,3006378
050790001000000080043000000000,BARBOSA,S.N.,3006379
050790002000000110444000000000,BARBOSA,S.N,3012840
050790001000000080044000000000,BARBOSA,S.N.,3006380
050790001000000080059000000000,BARBOSA,LA PERLA,3006396
050790001000000080062000000000,BARBOSA,LA PERLA,3006399
050790001000000080064000000000,BARBOSA,S.N.,3006401
050790001000000080066000000000,BARBOSA,S.N.,3006404
052120001000000020217000000000,COPACABANA,VRD SABANETA LT,8116616
052120001000000020217000000000,COPACABANA,VRD SABANETA LT,8116616
052120001000000020256000000000,COPACABANA,VRD SABANETA LT,8116652
052120001000000020256000000000,COPACABANA,VRD SABANETA LT,8116652
052120001000000020256000000000,COPACABANA,VRD SABANETA LT,8116652
052120001000000020191000000000,COPACABANA,S.D.,8116567
050790001000000080067000000000,BARBOSA,S.N.,3006408
050790001000000080070000000000,BARBOSA,EL PEÑASCO,3006417
050790001000000080070000000000,BARBOSA,EL PEÑASCO,3006417
050790001000000080074000000000,BARBOSA,EL PEÑASCO,3006419
050790001000000080075000000000,BARBOSA,EL PEÑASCO,3006422
050790001000000080077000000000,BARBOSA,S.N.,3006427
050790002000000120143000000000,BARBOSA,PLATANITO,3014772
050790001000000080082000000000,BARBOSA,S.N.,3006436
050790001000000080084000000000,BARBOSA,S.N.,3006440
050790001000000080090000000000,BARBOSA,LA GUARDERIA,3006446
050790001000000080093000000000,BARBOSA,VILLA LUZ,3006450
050790001000000080093000000000,BARBOSA,VILLA LUZ,3006450
050790001000000080093000000000,BARBOSA,VILLA LUZ,3006450
050790001000000080094000000000,BARBOSA,SN.,3006451
050790001000000080094000000000,BARBOSA,SN.,3006451
050790001000000080096000000000,BARBOSA,S.N.,3006453
050790001000000080103000000000,BARBOSA,CL 15 N 4C 25,3006464
050790001000000080101000000000,BARBOSA,CL 15 N 4 C - 13,3006462
050790001000000080105000000000,BARBOSA,S.N,3006468
050790001000000080106000000000,BARBOSA,S.N,3006469
050790001000000080106000000000,BARBOSA,S.N,3006469
050790001000000080108000000000,BARBOSA,S.N,3006471
050790001000000080109000000000,BARBOSA,S.N,3006472
050790001000000080109000000000,BARBOSA,S.N,3006472
050790001000000080109000000000,BARBOSA,S.N,3006472
050790001000000080113000000000,BARBOSA,S.N,3006483
050790001000000080113000000000,BARBOSA,S.N,3006483
050790002000000120213000000000,BARBOSA,LA LOMA,3014862
050790002000000120233000000000,BARBOSA,S.N.,3014891
050790003000000070129000000000,BARBOSA,S.N.,3010638
050790003000000070135000000000,BARBOSA,LA AMISTAD,3010647
050790001000000080113000000000,BARBOSA,S.N,3006483
050790001000000080114000000000,BARBOSA,S.N,3006484
050790001000000080116000000000,BARBOSA,S.N,3006490
050790001000000080116000000000,BARBOSA,S.N,3006490
050790001000000080116000000000,BARBOSA,S.N,3006490
050790001000000080116000000000,BARBOSA,S.N,3006490
050790001000000080116000000000,BARBOSA,S.N,3006490
050790001000000080116000000000,BARBOSA,S.N,3006490
050790001000000080119000000000,BARBOSA,S.N,3006493
050790001000000080120000000000,BARBOSA,S.N,3006494
050790002000000120311000000000,BARBOSA,S.N,3014986
050790003000000090070000000000,BARBOSA,S.N.,3007367
050790001000000080121000000000,BARBOSA,S.N,3006495
050790001000000080128000000000,BARBOSA,S.N,3006503
050790001000000080130000000000,BARBOSA,S.N,3006505
050790001000000080133000000000,BARBOSA,POTRERITO,3006508
050790001000000080133000000000,BARBOSA,POTRERITO,3006508
050790001000000080136000000000,BARBOSA,S.N,3006518
